captain_id,signup_ts,city,vehicle_type,acquisition_channel,signup_zone_id,device_tier,app_language,age_band,days_observed,eligible_for_funnel,AADHAAR_cleared,DL_cleared,FITNESS_cleared,INSURANCE_cleared,PERMIT_cleared,RC_cleared,decision_ts,final_status,last_stage_reached,docs_cleared,first_order_ts,orders_d7,orders_d30,online_hours_d30,signup_to_approval_days,approval_to_first_order_days
CPT104075,2026-03-02 18:55:00,Delhi,ERickshaw,organic_app,DEL-Z19,low,hi,25-34,120.21179398148148,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT101413,2026-03-02 19:00:00,Hyderabad,Auto,organic_app,HYD-Z14,low,en,35-44,120.20832175925926,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT101561,2026-03-02 19:06:00,Hyderabad,ERickshaw,fos_field,HYD-Z04,low,hi,45+,120.20415509259259,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT119690,2026-03-02 19:07:00,Bangalore,Cab,organic_app,BAN-Z17,low,te,45+,120.20346064814815,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT106096,2026-03-02 19:09:00,Hyderabad,Cab,fos_field,HYD-Z06,low,hi,25-34,120.20207175925925,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT111950,2026-03-02 19:15:00,Hyderabad,Auto,organic_app,HYD-Z08,mid,mr,25-34,120.19790509259259,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT120128,2026-03-02 19:21:00,Delhi,ERickshaw,fos_field,DEL-Z07,mid,hi,45+,120.19373842592593,True,True,True,True,False,False,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT115034,2026-03-02 19:22:00,Bangalore,ERickshaw,organic_app,BAN-Z05,mid,mr,18-24,120.19304398148148,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT115222,2026-03-02 19:30:00,Delhi,ERickshaw,fos_field,DEL-Z16,low,en,35-44,120.18748842592592,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT118037,2026-03-02 19:34:00,Bangalore,Auto,organic_app,BAN-Z11,mid,en,25-34,120.18471064814815,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT104270,2026-03-02 19:36:00,Delhi,ERickshaw,organic_app,DEL-Z02,mid,te,45+,120.18332175925926,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT112855,2026-03-02 19:41:00,Pune,Auto,fos_field,PUN-Z24,high,te,18-24,120.17984953703704,True,True,True,True,True,True,True,2026-03-07 11:43:35.391786040,rejected,vehicle_age_policy,6,,,,,4.668465182708796,
CPT105365,2026-03-02 19:50:00,Bangalore,Cab,organic_app,BAN-Z15,low,kn,25-34,120.17359953703703,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT104848,2026-03-02 19:54:00,Hyderabad,Cab,fos_field,HYD-Z18,mid,en,25-34,120.17082175925925,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT119065,2026-03-02 20:10:00,Pune,Cab,organic_app,PUN-Z24,low,te,25-34,120.15971064814815,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT111677,2026-03-02 20:15:00,Hyderabad,Cab,gc_telecalling,HYD-Z16,high,hi,25-34,120.15623842592592,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT119597,2026-03-02 20:23:00,Delhi,ERickshaw,paid_digital,DEL-Z23,high,mr,18-24,120.15068287037037,True,True,True,True,False,False,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT110680,2026-03-02 20:32:00,Delhi,Cab,gc_telecalling,DEL-Z21,mid,en,25-34,120.14443287037037,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT112204,2026-03-02 20:43:00,Hyderabad,Auto,fos_field,HYD-Z15,mid,hi,25-34,120.13679398148147,True,True,True,True,True,True,True,2026-03-09 21:32:05.287924560,approved,,6,2026-03-10 22:37:04.668470226,10.0,23.0,15.3,7.034088980608334,1.0451317192785416
CPT113221,2026-03-02 20:45:00,Delhi,Cab,paid_digital,DEL-Z10,low,en,18-24,120.13540509259259,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT118716,2026-03-02 20:52:00,Hyderabad,Cab,referral,HYD-Z15,high,mr,35-44,120.13054398148148,True,True,True,True,True,True,True,2026-03-08 23:05:28.176473125,approved,,6,2026-03-11 15:00:46.586019674,3.0,13.0,8.7,6.092687227698206,2.6634075178998726
CPT103650,2026-03-02 20:54:00,Hyderabad,Auto,organic_app,HYD-Z02,low,hi,18-24,120.1291550925926,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT106910,2026-03-02 20:59:00,Hyderabad,Auto,referral,HYD-Z18,mid,te,25-34,120.12568287037037,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT103196,2026-03-02 21:02:00,Pune,Auto,fos_field,PUN-Z14,low,en,25-34,120.12359953703704,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT112372,2026-03-02 21:07:00,Hyderabad,ERickshaw,organic_app,HYD-Z18,mid,hi,35-44,120.12012731481481,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT109873,2026-03-02 21:12:00,Bangalore,Cab,referral,BAN-Z10,mid,mr,45+,120.1166550925926,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT114365,2026-03-02 21:14:00,Pune,Auto,organic_app,PUN-Z15,low,hi,35-44,120.1152662037037,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT120914,2026-03-02 21:28:00,Hyderabad,Auto,organic_app,HYD-Z17,low,en,25-34,120.10554398148147,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT117414,2026-03-02 21:32:00,Bangalore,Cab,organic_app,BAN-Z24,low,te,45+,120.10276620370371,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT104120,2026-03-02 21:36:00,Hyderabad,Cab,gc_telecalling,HYD-Z12,low,mr,18-24,120.09998842592593,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT120958,2026-03-02 21:49:00,Delhi,ERickshaw,organic_app,DEL-Z14,mid,te,25-34,120.09096064814815,True,True,True,True,True,False,True,2026-03-09 13:22:49.341254032,approved,,5,2026-03-10 08:30:51.762689918,4.0,20.0,11.8,6.648487745995741,0.7972502481005325
CPT109238,2026-03-02 21:55:00,Hyderabad,Auto,fos_field,HYD-Z13,low,te,35-44,120.08679398148148,True,True,True,True,True,True,True,2026-03-09 10:44:08.493287127,rejected,background_check_failed,6,,,,,6.534126079712118,
CPT103657,2026-03-02 21:57:00,Pune,Auto,gc_telecalling,PUN-Z20,low,mr,25-34,120.0854050925926,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT119593,2026-03-03 06:01:00,Bangalore,Cab,organic_app,BAN-Z06,high,en,25-34,119.74929398148149,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT101090,2026-03-03 06:06:00,Delhi,Auto,organic_app,DEL-Z21,high,hi,45+,119.74582175925926,True,True,True,True,True,True,True,2026-03-09 00:25:16.689497571,approved,,6,2026-03-09 21:26:17.053824703,9.0,17.0,15.1,5.76338760992559,0.8756986611936575
CPT115030,2026-03-03 06:22:00,Pune,Auto,referral,PUN-Z18,high,mr,18-24,119.73471064814815,True,True,True,True,True,True,True,2026-03-13 16:57:14.292861913,approved,,6,2026-03-15 14:14:36.989553707,7.0,21.0,16.9,10.441137648864734,1.8870682487476158
CPT106267,2026-03-03 06:25:00,Hyderabad,Auto,organic_app,HYD-Z13,high,en,35-44,119.73262731481482,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT107287,2026-03-03 06:41:00,Hyderabad,Cab,fos_field,HYD-Z07,low,hi,18-24,119.7215162037037,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT107001,2026-03-03 06:46:00,Hyderabad,Auto,fos_field,HYD-Z24,low,te,25-34,119.71804398148149,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT100829,2026-03-03 07:02:00,Bangalore,Auto,fos_field,BAN-Z14,mid,mr,25-34,119.70693287037037,True,True,True,True,True,True,True,2026-03-11 15:38:36.806884542,approved,,6,2026-03-11 21:13:41.829953236,12.0,34.0,22.4,8.358759338941459,0.23269702625803243
CPT111176,2026-03-03 07:08:00,Delhi,Auto,referral,DEL-Z02,low,hi,25-34,119.7027662037037,True,True,True,True,True,True,True,2026-03-12 20:16:29.826472983,rejected,vehicle_age_policy,6,,,,,9.547567436029896,
CPT118691,2026-03-03 07:14:00,Bangalore,Auto,fos_field,BAN-Z09,low,hi,25-34,119.69859953703704,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT122211,2026-03-03 07:16:00,Delhi,ERickshaw,organic_app,DEL-Z13,low,en,25-34,119.69721064814814,True,True,True,True,True,False,True,2026-03-09 10:42:49.886385256,approved,,5,2026-03-11 01:51:04.462600326,11.0,29.0,27.1,6.143632944273796,1.6307242617484954
CPT101441,2026-03-03 07:19:00,Delhi,Auto,referral,DEL-Z09,low,kn,35-44,119.69512731481481,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT117531,2026-03-03 07:25:00,Delhi,ERickshaw,gc_telecalling,DEL-Z22,low,kn,25-34,119.69096064814815,True,True,True,True,True,False,True,2026-03-07 04:47:34.898492813,approved,,5,2026-03-09 08:54:12.329825564,17.0,58.0,42.0,3.8906816955186687,2.1712665663512847
CPT115830,2026-03-03 07:25:00,Pune,Cab,organic_app,PUN-Z11,mid,en,25-34,119.69096064814815,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT123792,2026-03-03 07:30:00,Hyderabad,Auto,referral,HYD-Z17,high,mr,45+,119.68748842592592,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT101948,2026-03-03 07:40:00,Delhi,Cab,referral,DEL-Z21,low,kn,35-44,119.68054398148148,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT113139,2026-03-03 07:46:00,Pune,Auto,fos_field,PUN-Z23,low,hi,25-34,119.67637731481481,True,True,True,True,True,True,True,2026-03-08 02:51:29.211018941,approved,,6,2026-03-12 08:16:26.534892392,6.0,44.0,27.8,4.795476979385891,4.225663470757534
CPT121045,2026-03-03 07:47:00,Bangalore,Cab,fos_field,BAN-Z10,mid,en,35-44,119.67568287037037,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT102753,2026-03-03 08:06:00,Bangalore,Cab,organic_app,BAN-Z23,mid,kn,45+,119.66248842592593,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT100606,2026-03-03 08:07:00,Bangalore,Cab,organic_app,BAN-Z04,low,kn,25-34,119.66179398148148,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT105003,2026-03-03 08:15:00,Delhi,ERickshaw,organic_app,DEL-Z21,mid,te,45+,119.65623842592592,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT102994,2026-03-03 08:15:00,Delhi,ERickshaw,referral,DEL-Z05,low,en,35-44,119.65623842592592,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT102878,2026-03-03 08:21:00,Pune,ERickshaw,fos_field,PUN-Z10,mid,mr,35-44,119.65207175925926,True,True,True,True,True,False,True,2026-03-09 18:37:30.486355097,approved,,5,2026-03-10 14:56:55.804835627,7.0,19.0,11.2,6.428130629109919,0.846820815746875
CPT100268,2026-03-03 08:23:00,Pune,Cab,referral,PUN-Z09,mid,kn,35-44,119.65068287037037,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT119109,2026-03-03 08:27:00,Hyderabad,Auto,organic_app,HYD-Z03,mid,mr,18-24,119.6479050925926,True,True,True,True,True,True,True,2026-03-10 12:45:41.937758585,approved,,6,2026-03-10 15:04:56.041470569,7.0,29.0,24.7,7.17965205739103,0.096691015185
CPT103299,2026-03-03 08:30:00,Hyderabad,Cab,organic_app,HYD-Z21,high,te,25-34,119.64582175925926,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT101783,2026-03-03 08:35:00,Pune,Auto,fos_field,PUN-Z05,mid,kn,35-44,119.64234953703703,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT114844,2026-03-03 08:39:00,Bangalore,Cab,fos_field,BAN-Z13,mid,hi,35-44,119.63957175925925,True,True,True,True,True,True,True,2026-03-10 08:20:22.765418589,approved,,6,2026-03-11 22:43:53.546557141,4.0,17.0,12.5,6.987069044196632,1.5996618187332408
CPT121073,2026-03-03 08:41:00,Delhi,Auto,organic_app,DEL-Z20,low,te,25-34,119.63818287037037,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT112951,2026-03-03 08:44:00,Pune,Auto,organic_app,PUN-Z09,low,mr,25-34,119.63609953703704,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT114677,2026-03-03 09:03:00,Bangalore,Cab,organic_app,BAN-Z17,low,mr,25-34,119.62290509259259,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT111660,2026-03-03 09:16:00,Delhi,Auto,referral,DEL-Z02,low,hi,25-34,119.61387731481481,True,False,True,False,False,False,True,,dropped_in_docs,AADHAAR,2,,,,,,
CPT110305,2026-03-03 09:17:00,Delhi,ERickshaw,organic_app,DEL-Z07,high,kn,35-44,119.61318287037037,True,True,True,True,False,False,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT110700,2026-03-03 09:26:00,Hyderabad,Cab,referral,HYD-Z03,low,en,18-24,119.60693287037037,True,True,True,True,True,True,True,2026-03-09 05:56:20.297792770,approved,,6,2026-03-09 15:51:28.163155646,2.0,13.0,9.3,5.854401594823727,0.41328547873699073
CPT100168,2026-03-03 09:34:00,Hyderabad,Auto,organic_app,HYD-Z12,mid,hi,35-44,119.60137731481481,True,True,True,True,True,True,True,2026-03-10 08:24:53.986118489,approved,,6,2026-03-12 07:41:19.176826785,13.0,27.0,19.2,6.9520137282232515,1.9697360035682407
CPT104935,2026-03-03 09:38:00,Delhi,Cab,organic_app,DEL-Z09,mid,kn,25-34,119.59859953703703,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT105777,2026-03-03 09:52:00,Delhi,Cab,fos_field,DEL-Z05,mid,mr,25-34,119.58887731481481,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT109226,2026-03-03 09:53:00,Pune,Cab,fos_field,PUN-Z17,mid,hi,35-44,119.58818287037037,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT118095,2026-03-03 09:57:00,Hyderabad,Cab,paid_digital,HYD-Z12,low,te,35-44,119.5854050925926,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT117888,2026-03-03 10:06:00,Delhi,Auto,fos_field,DEL-Z09,low,en,35-44,119.57915509259259,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT106644,2026-03-03 10:07:00,Hyderabad,Auto,fos_field,HYD-Z02,mid,te,45+,119.57846064814815,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT104462,2026-03-03 10:23:00,Pune,ERickshaw,organic_app,PUN-Z17,mid,mr,25-34,119.56734953703703,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT110904,2026-03-03 10:24:00,Delhi,ERickshaw,fos_field,DEL-Z10,mid,mr,25-34,119.5666550925926,True,True,True,True,True,False,True,2026-03-09 22:28:50.531243702,approved,,5,2026-03-10 23:41:11.482011681,10.0,19.0,16.6,6.503362630135441,1.0502424857404977
CPT119876,2026-03-03 10:26:00,Delhi,ERickshaw,referral,DEL-Z11,mid,hi,25-34,119.5652662037037,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT109988,2026-03-03 10:32:00,Hyderabad,Auto,organic_app,HYD-Z07,low,mr,25-34,119.56109953703704,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT100658,2026-03-03 10:34:00,Pune,Auto,fos_field,PUN-Z05,mid,kn,25-34,119.55971064814815,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT120400,2026-03-03 10:42:00,Delhi,ERickshaw,paid_digital,DEL-Z14,low,te,35-44,119.5541550925926,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT101803,2026-03-03 11:06:00,Pune,Cab,organic_app,PUN-Z11,mid,hi,35-44,119.53748842592593,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT123501,2026-03-03 11:13:00,Bangalore,Cab,organic_app,BAN-Z13,low,mr,25-34,119.53262731481482,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT109355,2026-03-03 11:18:00,Hyderabad,Auto,organic_app,HYD-Z01,low,mr,18-24,119.52915509259259,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT119847,2026-03-03 11:33:00,Hyderabad,Auto,fos_field,HYD-Z15,low,en,25-34,119.51873842592593,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT116744,2026-03-03 11:34:00,Delhi,ERickshaw,organic_app,DEL-Z19,mid,mr,18-24,119.51804398148148,True,True,True,True,True,False,True,2026-03-09 02:08:52.550172701,approved,,5,2026-03-10 22:25:49.843815420,4.0,21.0,13.0,5.607552664035891,1.845107565309248
CPT115861,2026-03-03 11:38:00,Bangalore,Cab,paid_digital,BAN-Z22,mid,kn,25-34,119.5152662037037,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT107810,2026-03-03 11:42:00,Pune,Auto,organic_app,PUN-Z17,low,hi,25-34,119.51248842592592,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT104166,2026-03-03 11:55:00,Hyderabad,Auto,referral,HYD-Z11,mid,te,35-44,119.50346064814815,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT117052,2026-03-03 11:57:00,Hyderabad,Cab,organic_app,HYD-Z04,low,te,35-44,119.50207175925927,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT117349,2026-03-03 11:57:00,Delhi,Cab,fos_field,DEL-Z24,low,kn,18-24,119.50207175925927,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT100010,2026-03-03 12:08:00,Delhi,ERickshaw,referral,DEL-Z21,mid,en,18-24,119.49443287037037,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT121962,2026-03-03 12:10:00,Hyderabad,ERickshaw,referral,HYD-Z15,mid,te,35-44,119.49304398148148,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT124328,2026-03-03 12:13:00,Delhi,ERickshaw,referral,DEL-Z17,low,kn,25-34,119.49096064814815,True,True,True,True,True,False,True,2026-03-11 10:33:53.932097982,approved,,5,2026-03-12 15:23:51.774298416,13.0,58.0,37.3,7.931179769652569,1.2013639143568748
CPT113112,2026-03-03 12:19:00,Hyderabad,Auto,referral,HYD-Z12,low,te,25-34,119.48679398148148,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT103601,2026-03-03 12:23:00,Pune,Auto,gc_telecalling,PUN-Z15,low,kn,25-34,119.4840162037037,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT124526,2026-03-03 12:31:00,Pune,Auto,fos_field,PUN-Z21,low,mr,25-34,119.47846064814814,True,False,True,False,False,False,True,,dropped_in_docs,AADHAAR,2,,,,,,
CPT101932,2026-03-03 12:40:00,Bangalore,Cab,gc_telecalling,BAN-Z19,low,mr,25-34,119.47221064814815,True,True,True,True,True,True,True,2026-03-11 12:17:27.960039308,rejected,duplicate_captain,6,,,,,7.984351389343842,
CPT113548,2026-03-03 12:41:00,Hyderabad,Cab,organic_app,HYD-Z02,low,hi,25-34,119.4715162037037,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT114173,2026-03-03 13:07:00,Bangalore,Cab,referral,BAN-Z05,low,te,25-34,119.45346064814815,True,True,True,True,True,True,True,2026-03-10 02:42:57.872857065,approved,,6,2026-03-11 19:17:14.300613467,5.0,21.0,14.9,6.566642046956772,1.6904679138472454
CPT122433,2026-03-03 13:07:00,Hyderabad,Cab,organic_app,HYD-Z19,low,mr,18-24,119.45346064814815,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT120644,2026-03-03 13:13:00,Bangalore,ERickshaw,fos_field,BAN-Z03,high,en,35-44,119.44929398148147,True,False,True,False,False,False,True,,dropped_in_docs,AADHAAR,2,,,,,,
CPT121920,2026-03-03 13:20:00,Delhi,Cab,organic_app,DEL-Z06,low,en,18-24,119.44443287037036,True,True,True,True,True,True,True,2026-03-10 07:01:46.305937538,rejected,vehicle_age_policy,6,,,,,6.73734150390669,
CPT119613,2026-03-03 13:26:00,Bangalore,Auto,fos_field,BAN-Z21,mid,kn,25-34,119.4402662037037,True,True,True,True,True,True,True,2026-03-08 01:47:23.520992993,approved,,6,2026-03-09 22:00:26.524135667,8.0,13.0,9.1,4.514855567048531,1.842395869706875
CPT122496,2026-03-03 13:48:00,Hyderabad,Auto,gc_telecalling,HYD-Z18,low,te,35-44,119.42498842592593,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT103111,2026-03-03 13:51:00,Hyderabad,Auto,gc_telecalling,HYD-Z17,mid,mr,25-34,119.42290509259259,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT103021,2026-03-03 13:52:00,Pune,Cab,fos_field,PUN-Z02,low,te,25-34,119.42221064814815,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT104640,2026-03-03 14:02:00,Delhi,Auto,organic_app,DEL-Z21,high,mr,25-34,119.41526620370371,True,True,True,True,True,True,True,2026-03-09 03:12:54.144062451,rejected,vehicle_age_policy,6,,,,,5.549237778500591,
CPT110151,2026-03-03 14:13:00,Bangalore,Cab,fos_field,BAN-Z07,mid,hi,18-24,119.40762731481482,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT101440,2026-03-03 14:19:00,Bangalore,Auto,organic_app,BAN-Z18,mid,te,25-34,119.40346064814815,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT111129,2026-03-03 14:24:00,Delhi,Auto,paid_digital,DEL-Z19,low,kn,45+,119.39998842592593,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT106397,2026-03-03 14:25:00,Hyderabad,Auto,organic_app,HYD-Z04,low,mr,35-44,119.39929398148148,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT123539,2026-03-03 14:28:00,Hyderabad,Cab,organic_app,HYD-Z21,low,en,35-44,119.39721064814815,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT122742,2026-03-03 14:30:00,Hyderabad,Cab,fos_field,HYD-Z11,mid,mr,18-24,119.39582175925926,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT110120,2026-03-03 14:37:00,Delhi,ERickshaw,paid_digital,DEL-Z22,mid,hi,25-34,119.39096064814815,True,False,False,False,False,False,False,,dropped_in_docs,DL,0,,,,,,
CPT107688,2026-03-03 15:16:00,Hyderabad,Cab,paid_digital,HYD-Z08,mid,mr,25-34,119.36387731481481,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT109508,2026-03-03 15:27:00,Delhi,ERickshaw,paid_digital,DEL-Z12,low,te,25-34,119.35623842592592,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT111253,2026-03-03 15:31:00,Hyderabad,Auto,referral,HYD-Z15,mid,en,25-34,119.35346064814814,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT121136,2026-03-03 15:35:00,Delhi,ERickshaw,paid_digital,DEL-Z11,low,hi,35-44,119.35068287037036,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT101175,2026-03-03 15:43:00,Delhi,ERickshaw,fos_field,DEL-Z16,mid,te,18-24,119.34512731481482,True,True,True,True,True,False,True,2026-03-11 19:34:15.163483456,approved,,5,2026-03-13 06:48:00.114989070,7.0,16.0,14.6,8.160592169947407,1.4678813831668287
CPT104747,2026-03-03 15:51:00,Bangalore,Cab,organic_app,BAN-Z04,high,hi,35-44,119.33957175925926,True,True,True,True,True,True,True,2026-03-10 03:32:54.482420445,approved,,6,2026-03-12 00:17:33.072747765,5.0,38.0,21.3,6.487436139125521,1.8643355361958334
CPT114951,2026-03-03 16:00:00,Pune,ERickshaw,fos_field,PUN-Z05,high,te,35-44,119.33332175925926,True,True,True,False,False,False,True,,dropped_in_docs,PERMIT,3,,,,,,
CPT110920,2026-03-03 16:06:00,Delhi,Auto,paid_digital,DEL-Z05,low,kn,35-44,119.32915509259259,True,True,True,False,False,True,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT105862,2026-03-03 16:07:00,Delhi,Auto,paid_digital,DEL-Z11,high,kn,35-44,119.32846064814815,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT107318,2026-03-03 16:18:00,Delhi,ERickshaw,paid_digital,DEL-Z16,mid,mr,35-44,119.32082175925926,True,True,True,True,True,False,True,2026-03-08 06:51:42.354239804,approved,,5,2026-03-09 21:51:14.054645020,9.0,36.0,30.5,4.606740211108843,1.6246724583937036
CPT121984,2026-03-03 16:22:00,Pune,Auto,referral,PUN-Z09,low,mr,35-44,119.31804398148148,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT120036,2026-03-03 16:29:00,Hyderabad,ERickshaw,organic_app,HYD-Z14,low,te,25-34,119.31318287037037,True,True,True,True,False,False,True,,dropped_in_docs,FITNESS,4,,,,,,
CPT124363,2026-03-03 16:37:00,Bangalore,Cab,paid_digital,BAN-Z11,low,en,35-44,119.30762731481481,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT122445,2026-03-03 16:38:00,Delhi,ERickshaw,fos_field,DEL-Z07,mid,en,25-34,119.30693287037037,True,True,True,True,True,False,True,2026-03-08 04:47:15.734119752,approved,,5,2026-03-08 12:05:45.187673932,5.0,18.0,16.9,4.5064321078675,0.3045075642844907
CPT108012,2026-03-03 16:41:00,Pune,Auto,fos_field,PUN-Z19,high,hi,35-44,119.30484953703704,True,False,True,False,False,False,True,,dropped_in_docs,AADHAAR,2,,,,,,
CPT120550,2026-03-03 16:45:00,Hyderabad,Cab,organic_app,HYD-Z22,low,hi,25-34,119.30207175925926,True,False,True,False,False,False,False,,dropped_in_docs,RC,1,,,,,,
CPT112303,2026-03-03 16:46:00,Pune,Auto,referral,PUN-Z04,low,en,25-34,119.30137731481481,True,True,True,True,False,True,True,,dropped_in_docs,INSURANCE,5,,,,,,
CPT104285,2026-03-03 16:49:00,Bangalore,Cab,paid_digital,BAN-Z24,mid,kn,25-34,119.29929398148148,True,True,True,True,True,True,True,2026-03-12 03:42:01.788523549,approved,,6,2026-03-16 05:48:39.758237495,4.0,18.0,17.0,8.45349292272626,4.087939464281782
